snapshot_id,game_id,game_date,snapshot_created_at,start_time,home_team,away_team,home_win,pipeline_version,snapshot_policy,market_no_vig_home_prob,premarket_model_home_prob,edge_at_prediction_time,odds_source,betting_mode,snapshot_valid,snapshot_invalid_reason,game_status,rating_source,model_source,displayed_home_win_pct,predicted_home_win_pct,manual_no_odds_pred,home_moneyline_odds,away_moneyline_odds,model_edge_home,spread_line,total_line,odds_quality_status,suspicious_odds_reason,bookmaker_quotes_json,market_adjustment_applied,recommendation_status,moneyline_recommendation,spread_recommendation,total_recommendation,home_kelly_fraction,away_kelly_fraction,over_prob,home_cover_prob,away_cover_prob,nrfi_prob,nrfi_recommendation,elo_diff,bt_strength_diff,sp_era_diff,sp_fip_diff,sp_csw_diff,sp_stuff_plus_diff,k_pct_diff,bb_pct_diff,pitcher_rating_diff,bullpen_ip_diff,bullpen_availability_diff,dynamic_park_factor,winrate_diff,timezone_diff,sp_fip_diff_available,sp_csw_diff_available,sp_stuff_plus_diff_available,pitcher_advanced_available,bullpen_context_available,statcast_woba_available,top3_woba_available,weather_available,team_form_available,lineup_context_available,starter_context_available,odds_available,is_day_game,catcher_era_diff,cs_diff,wind_effect,temp_effect,precip_effect,injury_diff,dynamic_pythag_diff,log5_prob,lag30_winrate_diff,lag30_runs_diff,rest_diff,back2back_diff,games_last_3d_diff,games_last_7d_diff,rest_pressure_diff,pitch_movement_diff,avg_bat_speed_diff,odds_change,zone_size,k_rate,elo_momentum_7d,elo_momentum_30d,barrel_pa_diff,hardhit_pa_diff,swing_miss_diff,csw_diff,barrel_bb_pct_diff,sprint_speed_diff,pitch_type_matchup_score,top3_woba_diff,statcast_launch_speed_diff,statcast_barrel_diff,statcast_hard_hit_diff,statcast_woba_diff,platoon_ops_diff
baseline_v2_clean:824918,824918,2026-06-02,2026-06-02T02:26:37Z,2026-06-02T23:15:00Z,Braves,Blue Jays,1,baseline_v2_clean,first_seen_pregame,0.5417,0.4909,-0.0508,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,ml,0.496,0.496,0.486,1.76,2.08,-0.0508,-1.5,7.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-02T02:26:13Z"",""home_moneyline_odds"":1.79,""away_moneyline_odds"":2.08,""home_spread_line"":-1.5,""home_spread_odds"":2.72,""total_line"":7.5,""over_odds"":1.82,""under_odds"":2.0},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-02T02:25:14Z"",""home_moneyline_odds"":1.76,""away_moneyline_odds"":2.08,""home_spread_line"":-1.5,""home_spread_odds"":2.63,""total_line"":7.5,""over_odds"":1.87,""under_odds"":1.95},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-02T02:24:32Z"",""home_moneyline_odds"":1.74,""away_moneyline_odds"":2.1,""home_spread_line"":-1.5,""home_spread_odds"":2.65,""total_line"":7.5,""over_odds"":1.87,""under_odds"":1.95}]",True,PAPER_BET,Blue Jays ML,Blue Jays spread,UNDER,0.0,0.0136,0.263,0.4022,0.5978,,NO DATA,1.0939,0.000274,-0.63,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,1.02,0.1833,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824917,824917,2026-06-03,2026-06-03T00:36:21Z,2026-06-03T23:15:00Z,Braves,Blue Jays,1,baseline_v2_clean,first_seen_pregame,0.6951,0.4655,-0.2296,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,ml,0.4884,0.4884,0.4581,1.36,3.1,-0.2296,-1.5,8.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-03T00:35:49Z"",""home_moneyline_odds"":1.36,""away_moneyline_odds"":3.1,""home_spread_line"":-1.5,""home_spread_odds"":2.52,""total_line"":8.5,""over_odds"":2.08,""under_odds"":1.69},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-03T00:35:50Z"",""home_moneyline_odds"":1.35,""away_moneyline_odds"":3.09,""home_spread_line"":-1.5,""home_spread_odds"":2.56,""total_line"":8.5,""over_odds"":2.1,""under_odds"":1.7},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-03T00:35:32Z"",""home_moneyline_odds"":1.36,""away_moneyline_odds"":3.1,""home_spread_line"":-1.5,""home_spread_odds"":2.45,""total_line"":7.5,""over_odds"":1.67,""under_odds"":2.15}]",True,PAPER_BET,Blue Jays ML,Blue Jays spread,UNDER,0.0,0.025,0.3844,0.2862,0.7138,,NO DATA,1.0939,0.000274,0.3,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,1.02,0.1833,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:825077,825077,2026-06-04,2026-06-03T00:36:21Z,2026-06-04T01:40:00Z,D-backs,Dodgers,0,baseline_v2_clean,first_seen_pregame,0.4791,0.2852,-0.1938,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,ml,0.3046,0.3046,0.2734,1.99,1.83,-0.1938,1.5,9.0,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-03T00:35:49Z"",""home_moneyline_odds"":1.98,""away_moneyline_odds"":1.86,""home_spread_line"":1.5,""home_spread_odds"":1.64,""total_line"":9.0,""over_odds"":1.87,""under_odds"":1.95},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-03T00:35:50Z"",""home_moneyline_odds"":1.99,""away_moneyline_odds"":1.83,""home_spread_line"":1.5,""home_spread_odds"":1.62,""total_line"":9.0,""over_odds"":1.88,""under_odds"":1.95},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-03T00:35:32Z"",""home_moneyline_odds"":2.0,""away_moneyline_odds"":1.83,""home_spread_line"":1.5,""home_spread_odds"":1.62,""total_line"":9.0,""over_odds"":1.85,""under_odds"":1.98}]",True,PAPER_BET,Dodgers ML,Dodgers spread,UNDER,0.0,0.025,0.295,0.3202,0.6798,,NO DATA,-96.3272,-12.560425,4.34,0.0,0.0,0.0,0.0,0.0,-43.4,0.0,0.0,1.05,-0.091,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824024,824024,2026-06-04,2026-06-03T00:36:21Z,2026-06-04T01:38:00Z,Angels,Rockies,1,baseline_v2_clean,first_seen_pregame,0.5934,0.6504,0.057,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,ml,0.6447,0.6447,0.6542,1.61,2.35,0.057,-1.5,8.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-03T00:35:49Z"",""home_moneyline_odds"":1.63,""away_moneyline_odds"":2.34,""home_spread_line"":-1.5,""home_spread_odds"":2.3,""total_line"":8.5,""over_odds"":1.95,""under_odds"":1.87},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-03T00:35:50Z"",""home_moneyline_odds"":1.61,""away_moneyline_odds"":2.35,""home_spread_line"":-1.5,""home_spread_odds"":2.28,""total_line"":8.5,""over_odds"":1.93,""under_odds"":1.89},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-03T00:35:32Z"",""home_moneyline_odds"":1.61,""away_moneyline_odds"":2.35,""home_spread_line"":-1.5,""home_spread_odds"":2.25,""total_line"":8.5,""over_odds"":1.95,""under_odds"":1.87}]",True,PAPER_BET,Angels ML,Angels spread,OVER,0.0193,0.0,0.586,0.8262,0.1738,,NO DATA,90.217,-12.560576,-4.78,0.0,0.0,0.0,0.0,0.0,47.8,0.0,0.0,0.94,0.0,-1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824188,824188,2026-06-04,2026-06-03T00:36:21Z,2026-06-04T00:10:00Z,Astros,Pirates,1,baseline_v2_clean,first_seen_pregame,0.492,0.5402,0.0482,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,ml,0.5354,0.5354,0.5366,1.91,1.85,0.0482,1.5,11.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-03T00:35:49Z"",""home_moneyline_odds"":1.87,""away_moneyline_odds"":1.9,""home_spread_line"":-1.5,""home_spread_odds"":2.82,""total_line"":11.5,""over_odds"":1.8,""under_odds"":1.94},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-03T00:35:50Z"",""home_moneyline_odds"":1.91,""away_moneyline_odds"":1.85,""home_spread_line"":1.5,""home_spread_odds"":1.57,""total_line"":11.5,""over_odds"":1.78,""under_odds"":2.0},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-03T00:35:32Z"",""home_moneyline_odds"":1.98,""away_moneyline_odds"":1.83,""home_spread_line"":1.5,""home_spread_odds"":1.53,""total_line"":11.5,""over_odds"":1.87,""under_odds"":1.91}]",True,PAPER_BET,Astros ML,Astros spread,UNDER,0.0088,0.0,0.0452,0.762,0.238,,NO DATA,17.1092,0.0012,-1.55,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,1.0,-0.0907,-1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824671,824671,2026-06-04,2026-06-03T00:36:21Z,2026-06-04T00:05:00Z,Cubs,Athletics,0,baseline_v2_clean,first_seen_pregame,0.7,0.4961,-0.2039,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,ml,0.5165,0.5165,0.4947,1.35,3.15,-0.2039,-1.5,6.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-03T00:35:49Z"",""home_moneyline_odds"":1.34,""away_moneyline_odds"":3.15,""home_spread_line"":-1.5,""home_spread_odds"":1.82,""total_line"":6.5,""over_odds"":1.69,""under_odds"":2.08},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-03T00:35:50Z"",""home_moneyline_odds"":1.38,""away_moneyline_odds"":2.93,""home_spread_line"":-1.5,""home_spread_odds"":1.9,""total_line"":7.5,""over_odds"":2.13,""under_odds"":1.68},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-03T00:35:32Z"",""home_moneyline_odds"":1.35,""away_moneyline_odds"":3.2,""home_spread_line"":-1.5,""home_spread_odds"":1.91,""total_line"":6.5,""over_odds"":1.74,""under_odds"":2.05}]",True,PAPER_BET,Athletics ML,Athletics spread,OVER,0.0,0.025,0.7708,0.2444,0.7556,,NO DATA,33.4349,-12.559581,0.63,0.0,0.0,0.0,0.0,0.0,-6.3,0.0,0.0,1.0,0.0588,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4906,0.0,0.1,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823780,823780,2026-06-03,2026-06-03T00:36:21Z,2026-06-03T23:40:00Z,Brewers,Giants,0,baseline_v2_clean,first_seen_pregame,0.918448139350752,0.5108,-0.407648139350752,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,ml,0.5108,0.5108,0.5067,1.03,11.6,-0.407648139350752,-3.5,7.5,SUSPICIOUS,home moneyline below 1.05; away moneyline above 10.00; spread abs value above 2.5,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-03T00:35:49Z"",""home_moneyline_odds"":1.03,""away_moneyline_odds"":11.6,""home_spread_line"":-3.5,""home_spread_odds"":1.66,""total_line"":7.5,""over_odds"":2.02,""under_odds"":1.74},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-03T00:35:50Z"",""home_moneyline_odds"":1.03,""away_moneyline_odds"":10.4,""home_spread_line"":-4.5,""home_spread_odds"":2.12,""total_line"":7.5,""over_odds"":1.93,""under_odds"":1.83},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-03T00:35:32Z"",""home_moneyline_odds"":1.03,""away_moneyline_odds"":12.0,""home_spread_line"":-3.5,""home_spread_odds"":1.62,""total_line"":7.5,""over_odds"":2.0,""under_odds"":1.77}]",False,TRACKING_ONLY,NO BET,NO BET,NO BET,0.0,0.0,,,,,NO DATA,22.0101,-1.7e-05,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.2482,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824509,824509,2026-06-03,2026-06-03T00:36:21Z,2026-06-03T23:10:00Z,Reds,Royals,0,baseline_v2_clean,first_seen_pregame,0.2708,0.5584,0.2875,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,ml,0.5296,0.5296,0.5555,3.5,1.3,0.2875,1.5,7.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-03T00:35:49Z"",""home_moneyline_odds"":3.65,""away_moneyline_odds"":1.27,""home_spread_line"":1.5,""home_spread_odds"":2.14,""total_line"":7.5,""over_odds"":1.94,""under_odds"":1.8},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-03T00:35:50Z"",""home_moneyline_odds"":3.38,""away_moneyline_odds"":1.3,""home_spread_line"":1.5,""home_spread_odds"":2.08,""total_line"":7.5,""over_odds"":1.9,""under_odds"":1.85},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-03T00:35:32Z"",""home_moneyline_odds"":3.5,""away_moneyline_odds"":1.31,""home_spread_line"":1.5,""home_spread_odds"":2.1,""total_line"":7.5,""over_odds"":1.87,""under_odds"":1.91}]",True,PAPER_BET,Reds ML,Reds spread,UNDER,0.025,0.0,0.327,0.8512,0.1488,,NO DATA,30.8758,0.007215,-1.52,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,1.1,0.1251,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823051,823051,2026-06-03,2026-06-03T00:36:21Z,2026-06-03T23:45:00Z,Cardinals,Rangers,1,baseline_v2_clean,first_seen_pregame,0.7143,0.494,-0.2203,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,ml,0.516,0.516,0.4894,1.32,3.3,-0.2203,-1.5,6.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-03T00:35:49Z"",""home_moneyline_odds"":1.32,""away_moneyline_odds"":3.3,""home_spread_line"":-1.5,""home_spread_odds"":1.91,""total_line"":6.5,""over_odds"":2.0,""under_odds"":1.76},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-03T00:35:50Z"",""home_moneyline_odds"":1.31,""away_moneyline_odds"":3.31,""home_spread_line"":-1.5,""home_spread_odds"":1.88,""total_line"":6.5,""over_odds"":2.0,""under_odds"":1.77},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-03T00:35:32Z"",""home_moneyline_odds"":1.4,""away_moneyline_odds"":2.95,""home_spread_line"":-1.5,""home_spread_odds"":2.1,""total_line"":5.5,""over_odds"":1.8,""under_odds"":1.98}]",True,PAPER_BET,Rangers ML,Rangers spread,OVER,0.0,0.025,0.664,0.299,0.701,,NO DATA,21.4562,-0.00903,0.23,0.0,0.0,0.0,0.0,0.0,-2.3,0.0,0.0,0.97,0.0511,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:824755,824755,2026-06-03,2026-06-03T00:36:21Z,2026-06-03T22:45:00Z,Red Sox,Orioles,1,baseline_v2_clean,first_seen_pregame,0.1883,0.6324,0.4441,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,ml,0.588,0.588,0.6334,5.0,1.16,0.4441,2.5,8.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-03T00:35:49Z"",""home_moneyline_odds"":5.2,""away_moneyline_odds"":1.15,""home_spread_line"":2.5,""home_spread_odds"":1.56,""total_line"":8.5,""over_odds"":1.68,""under_odds"":2.1},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-03T00:35:50Z"",""home_moneyline_odds"":4.96,""away_moneyline_odds"":1.16,""home_spread_line"":2.5,""home_spread_odds"":1.63,""total_line"":8.5,""over_odds"":1.67,""under_odds"":2.14},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-03T00:35:32Z"",""home_moneyline_odds"":5.0,""away_moneyline_odds"":1.17,""home_spread_line"":2.5,""home_spread_odds"":1.53,""total_line"":8.5,""over_odds"":1.67,""under_odds"":2.15}]",True,PAPER_BET,Red Sox ML,Red Sox spread,NO BET,0.025,0.0,0.509,0.9458,0.0542,,NO DATA,75.4005,-0.000133,-2.45,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,1.12,-0.0356,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823456,823456,2026-06-03,2026-06-03T00:36:21Z,2026-06-03T22:40:00Z,Phillies,Padres,1,baseline_v2_clean,first_seen_pregame,0.7549,0.6329,-0.122,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,ml,0.6451,0.6451,0.6349,1.25,3.85,-0.122,-1.5,7.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-03T00:35:49Z"",""home_moneyline_odds"":1.25,""away_moneyline_odds"":3.85,""home_spread_line"":-1.5,""home_spread_odds"":2.64,""total_line"":7.5,""over_odds"":2.26,""under_odds"":1.6},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-03T00:35:50Z"",""home_moneyline_odds"":1.27,""away_moneyline_odds"":3.58,""home_spread_line"":-1.5,""home_spread_odds"":2.87,""total_line"":7.5,""over_odds"":2.27,""under_odds"":1.6},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-03T00:35:32Z"",""home_moneyline_odds"":1.25,""away_moneyline_odds"":3.9,""home_spread_line"":-1.5,""home_spread_odds"":2.8,""total_line"":7.5,""over_odds"":2.25,""under_odds"":1.62}]",True,PAPER_BET,Padres ML,Phillies spread,NO BET,0.0,0.025,0.5312,0.7,0.3,,NO DATA,76.4335,0.000719,-3.41,0.0,0.0,0.0,0.0,0.0,34.1,0.0,0.0,1.09,-0.0432,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823540,823540,2026-06-03,2026-06-03T00:36:21Z,2026-06-03T23:05:00Z,Yankees,Guardians,0,baseline_v2_clean,first_seen_pregame,0.4815,0.6262,0.1448,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,ml,0.6118,0.6118,0.6269,1.96,1.82,0.1448,1.5,12.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-03T00:35:49Z"",""home_moneyline_odds"":1.96,""away_moneyline_odds"":1.82,""home_spread_line"":1.5,""home_spread_odds"":1.47,""total_line"":12.5,""over_odds"":1.77,""under_odds"":1.98},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-03T00:35:50Z"",""home_moneyline_odds"":1.98,""away_moneyline_odds"":1.79,""home_spread_line"":1.5,""home_spread_odds"":1.52,""total_line"":12.5,""over_odds"":1.71,""under_odds"":2.08},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-03T00:35:32Z"",""home_moneyline_odds"":1.95,""away_moneyline_odds"":1.85,""home_spread_line"":1.5,""home_spread_odds"":1.5,""total_line"":12.5,""over_odds"":1.77,""under_odds"":2.0}]",True,PAPER_BET,Yankees ML,NO BET,UNDER,0.025,0.0,0.1132,0.506,0.494,,NO DATA,70.7977,-6.280089,-3.07,0.0,0.0,0.0,0.0,0.0,30.7,0.0,0.0,1.15,0.0528,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823130,823130,2026-06-03,2026-06-03T00:36:21Z,2026-06-03T19:40:00Z,Mariners,Mets,0,baseline_v2_clean,first_seen_pregame,0.5812,0.6684,0.0872,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,ml,0.6597,0.6597,0.6733,1.65,2.29,0.0872,-1.5,7.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-03T00:35:49Z"",""home_moneyline_odds"":1.65,""away_moneyline_odds"":2.3,""home_spread_line"":-1.5,""home_spread_odds"":2.36,""total_line"":7.5,""over_odds"":1.91,""under_odds"":1.91},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-03T00:35:50Z"",""home_moneyline_odds"":1.64,""away_moneyline_odds"":2.29,""home_spread_line"":-1.5,""home_spread_odds"":2.42,""total_line"":7.5,""over_odds"":1.89,""under_odds"":1.93},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-03T00:35:32Z"",""home_moneyline_odds"":1.65,""away_moneyline_odds"":2.25,""home_spread_line"":-1.5,""home_spread_odds"":2.4,""total_line"":7.5,""over_odds"":1.91,""under_odds"":1.91}]",True,PAPER_BET,Mariners ML,Mets spread,UNDER,0.025,0.0,0.3936,0.289,0.711,,NO DATA,154.8812,0.00085,0.22,0.0,0.0,0.0,0.0,0.0,-2.2,0.0,0.0,0.93,0.0913,-3.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseline_v2_clean:823701,823701,2026-06-03,2026-06-03T00:36:21Z,2026-06-03T17:40:00Z,Twins,White Sox,0,baseline_v2_clean,first_seen_pregame,0.2451,0.5706,0.3255,"BetMGM, DraftKings, FanDuel",paper_trading,True,,Preview,elo,ml,0.538,0.538,0.5677,3.85,1.25,0.3255,2.5,9.5,OK,,"[{""bookmaker"":""FanDuel"",""bookmaker_key"":""fanduel"",""last_update"":""2026-06-03T00:35:49Z"",""home_moneyline_odds"":3.85,""away_moneyline_odds"":1.25,""home_spread_line"":2.5,""home_spread_odds"":1.69,""total_line"":9.5,""over_odds"":2.1,""under_odds"":1.68},{""bookmaker"":""DraftKings"",""bookmaker_key"":""draftkings"",""last_update"":""2026-06-03T00:35:50Z"",""home_moneyline_odds"":3.62,""away_moneyline_odds"":1.27,""home_spread_line"":2.5,""home_spread_odds"":1.7,""total_line"":9.5,""over_odds"":2.09,""under_odds"":1.71},{""bookmaker"":""BetMGM"",""bookmaker_key"":""betmgm"",""last_update"":""2026-06-03T00:35:32Z"",""home_moneyline_odds"":3.9,""away_moneyline_odds"":1.25,""home_spread_line"":2.5,""home_spread_odds"":1.71,""total_line"":9.5,""over_odds"":2.15,""under_odds"":1.67}]",True,PAPER_BET,Twins ML,Twins spread,UNDER,0.025,0.0,0.3656,0.93,0.07,,NO DATA,29.3839,-0.000237,-2.19,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,0.98,-0.0743,0.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
